,0,1
AlleganyNYCattaraugus,42.2446061,-78.0419281
Center BarnsteadNHBelknap,43.339247,-71.2595107
PortlandMECumberland,43.6610277,-70.2548596
WellsMEYork,43.322181,-70.580978
RiptonVTAddison,43.9744647,-73.03437
New LondonNHMerrimack,43.414026,-71.985168
ClayvilleNYOneida,42.98007,-75.2509966
CamdenNYOneida,43.334668,-75.747986
BlossvaleNYOneida,43.2797915,-75.6435156
ChestertownNYWarren,43.6525664,-73.8009597
PetroliaPAButler,41.0167299,-79.7175492
BlairsvillePAWestmoreland,40.4311796,-79.260869
Mount SidneyVAAugusta,38.2590183,-78.968917
Gwynn OakMDBaltimore City,39.3265775,-76.7181764750945
WarwickMDCecil,39.5234433,-76.1913429
PenfieldPAClearfield,41.2083932,-78.5755791
UnionKYBoone,38.9458951,-84.680501
NeboNCMcDowell,36.2170813,-80.6545077
BoydtonVAMecklenburg,36.6676446,-78.3875054
New BernNCCraven,35.1084931,-77.0441143
BradleySCMcCormick,34.037540500000006,-82.24580946983141
Fort WhiteFLColumbia,29.9232908,-82.7137327
ClaytonALBarbour,31.8782162,-85.4496627
AmbroseGACoffee,31.5938031,-83.0143147
RiceboroGALiberty,31.7354935,-81.4334408
DorchesterSCDorchester,32.8496198,-79.9881442
Isle of PalmsSCCharleston,32.7867697,-79.7880359
RavenelSCDorchester,32.7632321,-80.2500986
Valles MinesMOSt. Francois,38.0419971,-90.4998475
Saint CharlesMNWinona,43.9693607,-92.0659824
ByronMNOlmsted,44.0325922,-92.6454395
SaukvilleWIOzaukee,43.3816691,-87.9406454
WaltonNELancaster,40.7986821,-96.5614075
HoughtonMIHoughton,46.8591287,-88.7774734
RiceMNBenton,44.3413376,-93.2865484
MarshallWIDane,43.1683286,-89.0667775
Brook ParkMNPine,45.9493991,-93.0754888
San JuanTXHidalgo,26.1892409,-98.1552872
PharrTXHidalgo,26.1947962,-98.1836216
AlexandriaLARapides,38.8051095,-77.0470229
ToneyALMadison,34.8981432,-86.7336098
Highland HomeALCrenshaw,31.9537475,-86.3141014
ChildersburgALTalladega,33.2781686,-86.3549774
CatoosaOKWagoner,36.188987,-95.745817
AxtellUTSanpete,39.0552395,-111.8218691
BrushCOMorgan,40.2584914,-103.6234736
Petrified Forest Natl PkAZApache,35.6992764,-109.54982194820789
LakebayWAPierce,47.2583087,-122.760667
Raisin CityCAFresno,36.6059595,-119.91015795138492
OnyxCAKern,35.687366,-118.18035835874626
LewistonNYNiagara,43.172555,-79.035878
EldredPAMcKean,41.9578425,-78.3852953
LitchfieldNHHillsborough,42.8442536,-71.4797889
SauquoitNYHerkimer,43.0042365,-75.2598859
EatontownNJMonmouth,40.2962222,-74.0509725
OstervilleMABarnstable,41.6293398,-70.3866806
HiramOHGeauga,41.312555,-81.14371
BurtonOHGeauga,41.471426,-81.145104
SmithsburgMDFrederick,39.6548186,-77.5727681
CrittendenKYGrant,38.7828437,-84.6052206
LincolntonNCLincoln,35.473745,-81.2545251
RidgewayVAHenry,36.5768047,-79.8583721
BethuneSCKershaw,34.4147965,-80.3486166
BurgawNCPender,34.5521113,-77.926098
Lake ViewSCDillon,34.6487556,-80.8997995
Cerro GordoNCColumbus,34.3123805,-78.8989972
BeltonSCGreenville,34.5228881,-82.4942948
BellFLGilchrist,29.75442825,-82.86233805290516
AlthaFLCalhoun,30.5704721,-85.1271442
BlackduckMNBeltrami,47.7333383,-94.548233
GriggsvilleILPike,39.7089362,-90.7245722
BentonILFranklin,45.7162129,-94.0481042
BrowntonMNMcLeod,44.7319068,-94.3502593
AllentonWIWashington,43.4210536,-88.3408655
DeforestWIDane,43.2477691,-89.3437277
MorrisMNStevens,45.586072,-95.913941
Eden ValleyMNStearns,45.3260745,-94.5461074
FoleyMNBenton,45.663512,-93.9137277
Fort RipleyMNCrow Wing,46.1660777,-94.3602807
TiptonIACedar,41.7697434,-91.127935
AtalissaIACedar,41.5711357,-91.1659888
WynnewoodOKGarvin,34.6434171,-97.1644656
Cedar CreekTXTravis,31.3205971,-94.7540977
DalhartTXDallam,36.0594772,-102.5132497
CreolaALMobile,30.8918509,-88.0397213
EdwardsMSHinds,32.3301465,-90.6056548
CrawfordsvilleARCrittenden,35.2250889,-90.3250983
MandevilleLASt. Tammany,30.3582305,-90.0657477
FairviewTNWilliamson,35.9820074,-87.1213953
MoundvilleALHale,32.9976242,-87.6300075
DestinFLOkaloosa,30.3935337,-86.4957834
CorinneUTBox Elder,41.5510441,-112.1102262
Queen CreekAZMaricopa,33.2483858,-111.6341585
IdanhaORLinn,44.7023729,-122.0812992
KensingtonCAContra Costa,37.908433,-122.27658376978837
NewtonNHRockingham,42.8695335,-71.0345018
BentonNHGrafton,44.103261,-71.9013142
Oriskany FallsNYOneida,42.9392363,-75.4610076
HallsteadPASusquehanna,41.9612241,-75.7430871
CascoMISt. Clair,42.7525317,-82.6715845
DrumsPALuzerne,41.018139,-75.9949252
FlorenceKYBoone,38.9989499,-84.6266111
RockwoodTNCumberland,35.8656284,-84.68494
Rocky TopTNAnderson,36.225961,-84.15453325628448
CadesSCWilliamsburg,33.7865523,-79.7825685
IlliopolisILSangamon,39.8536535,-89.2420291
DixILJefferson,38.4417157,-88.9375635
MontroseMNWright,45.0649634,-93.9110814
FreeportMNStearns,45.66241,-94.6902307
OnamiaMNMille Lacs,46.0705151,-93.6677455
Mount VernonMOLawrence,37.1036666,-93.8185401
SkidmoreTXBee,28.2545874,-97.6837712
DugwayUTTooele,40.2286965,-112.75323559427966
ChappellNEDeuel,41.0925418,-102.471009
MoriartyNMTorrance,34.9900503,-106.0491893
BrothersORDeschutes,42.0312223,-124.2567572
RichlandWABenton,46.2804298,-119.2752055
West ValleyNYCattaraugus,42.402841,-78.6100253
New HamptonNHBelknap,43.605753,-71.654892
Greenfield CenterNYSaratoga,43.1284071,-73.8465114
NoveltyOHGeauga,41.4935091,-81.3407276
ChestertownMDQueen Anne's,39.2089986,-76.0666126
CovesvilleVAAlbemarle,37.8901411,-78.7047401
JeffersonvilleINClark,38.2770227,-85.7371604
Crestview HillsKYKenton,39.0272829,-84.5849438
LinwoodNCDavidson,35.7506938,-80.3178306
MeadowviewVAWashington,37.3209693,-79.9247611
GloucesterVAGloucester,37.4452288,-76.5594479
LawrencevilleVABrunswick,36.7576469,-77.8469374
TownvilleSCOconee,34.5637137,-82.8984775
RiegelwoodNCColumbus,34.3398906,-78.2252766
ElktonFLSt. Johns,29.7830248,-81.4259091
SenoiaGAMeriwether,33.004109549999995,-84.12504155771607
CubaMOCrawford,38.063021,-91.4032473
NewportMNWashington,44.8663552,-93.0004919
MossvilleILPeoria,41.2720264,-76.279102
RockfordMNWright,45.0882963,-93.7344099
KerkhovenMNKandiyohi,45.1930165,-95.3205768
BurlingtonWIRacine,42.6780758,-88.27619
Elbow LakeMNGrant,45.994127,-95.976721
EthelsvilleALPickens,33.4146635,-88.21607171911178
AllenTXCollin,33.1031744,-96.6705503
BryceUTGarfield,38.2231623,-81.1517735
VirginUTWashington,37.216398549999994,-113.21168044880986
GreenwichUTPiute,38.4310911,-111.9229692
AtwoodCOLogan,40.5457265,-103.27981237841803
AvenalCAKings,36.0041223,-120.1290272
RosamondCALos Angeles,34.871511,-118.21577475000001
DeerfieldNHRockingham,43.1301713,-71.238819
OsceolaPATioga,41.9820167,-77.3424804
VictorNYMonroe,42.980380249999996,-77.42723826994157
MarienvillePAForest,41.4690746,-79.1233749
ChesterlandOHGeauga,41.522183,-81.337919
StoystownPASomerset,40.1034046,-78.9545676
Pleasant GapPACentre,40.8681177,-77.7466665
MontgomeryPALycoming,32.3669656,-86.3006485
LeoINAllen,33.8334972,-79.6150625
LimestoneTNWashington,36.2281601,-82.6304277
RogersvilleTNHawkins,36.407317,-83.0054423
FellsmereFLBrevard,27.7677894,-80.6013691
BuffaloSCUnion,34.716418000000004,-81.68531672761122
WoodruffSCLaurens,34.7395701,-82.0370466
WedgefieldSCSumter,33.8696069,-79.7731233
GainesvilleGAForsyth,34.2978794,-83.8240663
RowlandNCRobeson,34.5365518,-79.2914306
MoultrieGAColquitt,31.179998,-83.7887928
HeadlandALHenry,31.351284,-85.3421559
RidgevilleSCColleton,33.0966193,-80.3152808
GranadaMNMartin,43.6955106,-94.3477458
Saint JamesMNWatonwan,43.9824577,-94.6269181
Green LakeWIGreen Lake,43.7971612,-89.0402508
BuffaloMNWright,45.1719084,-93.8746941
CambridgeWIDane,43.0036122,-89.0164995
MotleyMNCass,46.3366315,-94.646125
East MolineILRock Island,41.5155176,-90.4411683
GlendaleKYHardin,37.6017278,-85.9055189
HoweTXGrayson,33.5073346,-96.6126637
Center PointALJefferson,33.6456583,-86.6836001
Pell CityALSt. Clair,33.5862149,-86.2860888
ElmoreALElmore,32.5801231,-86.125195
EvergreenCOJefferson,39.6361637,-105.32145797867402
BakerNVWhite Pine,39.0121773,-114.1233264
East Palo AltoCASan Mateo,37.4688273,-122.1410751
TrinidadCAHumboldt,41.059291,-124.143125
BradenvillePAWestmoreland,40.3214588,-79.3400359
ClearvillePABedford,39.9167511,-78.3839036
WoodburyPABedford,40.2264672,-78.3666805
StanleytownVAHenry,36.751347,-79.95385939565217
Pleasant GardenNCGuilford,35.6890114,-82.0781667
WadeNCCumberland,35.1629419,-78.7361323
LenoxGACook,33.8453931,-84.3581293
AddisLAWest Baton Rouge,30.3538043,-91.2653865
JunctionTXKimble,30.4893555,-99.7720109
EnglewoodCODouglas,39.6482059,-104.9879641
Las CrucesNMDoña Ana,32.3140354,-106.7798078
BanksORWashington,45.6185986,-123.1143011
BoardmanORMorrow,45.839855,-119.7005834
HydesvilleCAHumboldt,40.561642,-124.07958847441185
Harrison ValleyPAPotter,41.9420135,-77.6494339
PattonPACambria,40.6339561,-78.6503006
MontereyTNCumberland,36.1475642,-85.2683022
La CrosseVAMecklenburg,36.7001439,-78.0997185
BlackstockSCFairfield,34.5584751,-81.1523111
AshfordALHouston,31.1829562,-85.236321
SenecaORGrant,44.134598,-118.9716139
WascoORSherman,45.5917107,-120.6981554
Lewis RunPAMcKean,39.9977485,-75.4256545
MoultonboroughNHCarroll,43.755225,-71.3974
KingstonNHRockingham,42.9364768,-71.0533918
HinsdaleNHCheshire,42.7861936,-72.4864773
New BostonNHHillsborough,42.9761945,-71.6939626
WilliamstownVTOrange,44.122099,-72.542038
VernonNYOneida,43.079672,-75.539589
EssexCTMiddlesex,41.353432,-72.3906406
Saint MarysPAElk,41.4280432,-78.5611275
AllensvillePAMifflin,40.5359062,-77.8169407
HebronINLake,41.3186482,-87.2003091
New LebanonOHMontgomery,39.7453337,-84.3849462
Signal MountainTNHamilton,35.1223478,-85.3436973
EdentonNCChowan,36.057938,-76.6077213
EdgemoorSCChester,34.8056979,-81.0114691
JeffersonSCKershaw,34.6498886,-80.3895397
Midland CityALHouston,31.3187878,-85.4938975
SpringfieldSCOrangeburg,33.4968163,-81.2792711
RavenelSCCharleston,32.7632321,-80.2500986
BlackvilleSCBarnwell,33.3579297,-81.2706606
Daniel IslandSCBerkeley,32.8590639,-79.9120302
CourtlandMNNicollet,44.2682979,-94.3402456
MinneotaMNLyon,44.55885,-95.985586
KassonMNDodge,44.0297055,-92.7503451
Wisconsin DellsWISauk,43.6256168,-89.7715646
Hales CornersWIMilwaukee,42.937515,-88.0486982
MukwonagoWIWaukesha,42.8666803,-88.3334274
OpelousasLASt. Landry,30.5335302,-92.081509
HaydenALBlount,33.8926003,-86.757773
FranklinTNDavidson,35.925193,-86.8689365
GuntersvilleALMarshall,34.3581474,-86.2947041
WilsonvilleALShelby,33.260467500000004,-86.4809428242398
ConiferCOJefferson,39.5233424,-105.3054994
KoosharemUTSevier,38.5102559,-111.8813011
CibolaAZLa Paz,33.3164215,-114.664957
MeridianIDAda,43.6086295,-116.392326
EdgewoodWAPierce,42.6449174,-91.4007896
CorbettORMultnomah,45.5314503,-122.2922567
GabbsNVNye,38.8692905,-117.9226201
DepewNYErie,42.9022047,-78.6956723
AngolaNYErie,42.638393,-79.027816
BoscawenNHMerrimack,43.315187,-71.621246
LondonderryVTWindham,43.2264643,-72.8064866
Vernon CenterNYOneida,43.0522916,-75.5015648
YoungstownOHTrumbull,41.1035786,-80.6520161
WaynesboroVAWaynesboro,38.0686668,-78.8893999
WarsawVARichmond County,37.9587465,-76.7580211
NewburgPACumberland,40.8353409,-78.6769722
LogantonPAClinton,41.034251999999995,-77.30394943082311
BourbonINMarshall,41.2956002,-86.1163889
HarrimanTNRoane,35.9339639,-84.5524359
RamseurNCRandolph,35.7334711,-79.6525267
CreedmoorNCGranville,36.122741,-78.6862272
RaleighNCDurham,35.7803977,-78.6390989
EdgemoorSCYork,34.8056979,-81.0114691
BrookhavenGADeKalb,33.8584368,-84.340203
VictoriaMNCarver,44.8585738,-93.6616266
CaledoniaMNHouston,43.6350469,-91.496387
CliftonILIroquois,40.8584328,-74.1637553
Forest LakeMNChisago,45.279106,-92.9851629
DemopolisALMarengo,32.5178284,-87.8368201
QuintonALWalker,33.6720505,-87.0666648
BaxterTNPutnam,36.1539862,-85.6437474
MoselleMSJones,31.5025779,-89.2795378
GlenrockWYConverse,42.861179,-105.872532
LundNVWhite Pine,38.858621,-115.0078842
DeweyvilleUTBox Elder,41.7104845,-112.0902281
KamasUTSummit,40.6429578,-111.2805182
HeneferUTSummit,41.0166127,-111.4982578
CaldwellIDCanyon,43.6678736,-116.6894156
NorthwoodNHRockingham,43.194664,-71.151581
HaslettMIShiawassee,42.7467159,-84.4011807
TempleNHHillsborough,42.8185392,-71.8514103
FairleeVTOrange,43.906303,-72.147903
RumneyNHGrafton,43.805792,-71.81282
SelbyvilleDESussex,38.4606407,-75.2216048
HawleyPAPike,41.4759224,-75.1821189
HebronMDWicomico,38.4201174,-75.6877068
GirardvillePASchuylkill,40.7914769,-76.2835569
Muncy ValleyPASullivan,41.3425799,-76.5852285
West HarrisonINDearborn,39.2608882,-84.8207849
HobartINLake,41.5322592,-87.2550353
MinsterOHAuglaize,40.3931033,-84.3760612
ApisonTNHamilton,35.023964,-85.0238375
NewcombTNCampbell,36.5536919,-84.1660413
PetersburgVAChesterfield,37.1924594,-77.3677408
Spring HopeNCNash,35.9451536,-78.1119345
Gloucester PointVAGloucester,37.2540351,-76.496899
Forest CityFLSeminole,28.6616646,-81.4189589
ParktonNCRobeson,34.9026635,-79.0116971
FortsonGAHarris,33.3778914,-84.2888119
OgdenILChampaign,40.1139237,-87.9561449
Little ChuteWIOutagamie,44.2799872,-88.3184394
HatleyWIMarathon,44.8874704,-89.3387272
Grove CityMNMeeker,45.1505185,-94.6830533
CambridgeMNIsanti,45.5727408,-93.2243921
Saint CharlesILDuPage,38.7877791,-90.6747372
HendersonKYHenderson,37.8367513,-87.5907631
StephenvilleTXErath,32.2191836,-98.2130634
TurrellARCrittenden,35.3793974,-90.2572949
MorrisALJefferson,33.747724,-86.8091343
MasonTNFayette,35.4117501,-89.5328538
LindonUTUtah,40.3432857,-111.7207608
PhoenixORJackson,42.2740364,-122.8153283
CantilCAKern,35.3088502,-117.9684031
GranvilleNYWashington,43.408041,-73.259583
MarlboroNYUlster,41.604034999999996,-73.97067370838448
PittstonPALuzerne,41.3259134,-75.7893604
East LibertyPAAllegheny,40.4620685,-79.9239522
WaterfallPAFulton,40.1275826,-78.0627822
BerwickPAColumbia,41.0602024,-76.2461259
CentervilleINWayne,39.8178246,-84.9963518
BirchwoodTNHamilton,36.6297408,-87.42623707101163
MosheimTNGreene,36.1895439,-82.9584902
ClevelandSCGreenville,35.0723394,-82.5273456
FincastleVABotetourt,37.4993048,-79.8772619
Plum BranchSCEdgefield,34.925732,-81.707217
IslandtonSCColleton,32.9090551,-80.9353822
RobertsvilleMOJefferson,38.4147749,-90.8140225
HixtonWIJackson,44.3857944,-91.0143157
TrimontMNMartin,43.7621774,-94.7072
EdwardsILPeoria,38.410254,-88.0584362
West MonroeLAOuachita,32.5184775,-92.1476353
LindsayOKMcClain,34.8347959,-97.6025319
Gulf ShoresALBaldwin,30.259257,-87.71199293967432
StantonALChilton,32.7356845,-86.899711
SummitUTIron,40.8320852,-111.1233396
CoquilleORCoos,43.177055,-124.187608
GardinerORDouglas,43.7301403,-124.1105965
MI Wuk VillageCATuolumne,38.060223,-120.17665489147166
San MiguelCASan Luis Obispo,35.754959,-120.69322707884933
BoronCAKern,35.01992715,-117.66791822379915
East BostonMASuffolk,42.3750973,-71.0392173
Egg Harbor TownshipNJAtlantic,39.3820672,-74.6171489
CatasauquaPANorthampton,40.6548191,-75.4746273
ScrantonPALackawanna,41.4086874,-75.6621294
BolivarPAWestmoreland,40.3970146,-79.1516989
Locust GroveVAOrange,37.3226494,-77.433317
Floyds KnobsINFloyd,38.3243841,-85.8735251
EdinburghINJohnson,39.3542176,-85.9666577
West ChesterOHButler,39.3303357,-84.408275
LovelandOHWarren,39.2689562,-84.2638406
CincinnatiOHWarren,39.1014537,-84.5124602
DurhamNCOrange,35.996653,-78.9018053
MooresboroNCRutherford,35.2987362,-81.6989863
MorgantonNCBurke,35.7454291,-81.6870837
DanburyNCStokes,36.4093047,-80.2058831
SaludaVAKing and Queen,37.6061278,-76.5950652
RolesvilleNCWake,35.9232862,-78.4573914
Oak CityNCMartin,35.9637687,-77.3080209
The VillagesFLMarion,28.9468504,-81.9533443
Talking RockGAPickens,34.5248245,-84.49149402593659
OrangeburgSCCalhoun,33.4918203,-80.8556476
SummervilleSCCharleston,33.0206179,-80.1747537
EurekaMOJefferson,38.5025537,-90.6279044
MarshallMNLyon,48.3605336,-96.381968
KerkhovenMNSwift,45.1930165,-95.3205768
GarnavilloIAClayton,42.8685981,-91.2359644
JesupIABlack Hawk,42.4750516,-92.0627194
Willow ParkTXParker,32.7626286,-97.6505822
GoliadTXGoliad,28.6467776,-97.4379552
SorrentoLAAscension,28.807763,-81.5638190020868
CoalingALTuscaloosa,33.1590078,-87.340834
OxfordALTalladega,33.585888,-86.00350972096774
Skull ValleyUTTooele,34.5053024,-112.6854541
Travis AFBCASolano,38.26321985,-121.94536296461476
IgoCAShasta,40.5054508,-122.5417031
ChesterfieldNHCheshire,42.8873038,-72.4703661
WarrenOHTrumbull,39.4203978,-84.180897
MacedoniaOHSummit,41.313667,-81.50845
ElversonPAChester,40.1567641,-75.8327088
WeedvillePAElk,41.2767268,-78.4916872
BucyrusOHCrawford,40.8083909,-82.9754649
De MossvilleKYKenton,38.8050671,-84.4168827
West MiltonOHMiami,39.9625534,-84.3280022
RicevilleTNMcMinn,35.3847951,-84.6929945
Chapel HillNCChatham,35.9131542,-79.05578
CollinsvilleVAHenry,36.721599999999995,-79.9120356382916
MebaneNCAlamance,36.0959715,-79.2669619
South and East OsceolaFLOsceola,28.32840135,-81.59398788746228
Rocky FaceGAWhitfield,34.8275814,-84.6104884
Lake CityFLSuwannee,30.1896756,-82.6392899
ChattahoocheeFLGadsden,30.7048733,-84.843223
SpringfieldMNBrown,44.2385706,-94.9758156
OsseoWIEau Claire,44.5780878,-91.2224609
McallenTXHidalgo,26.2043691,-98.230082
ThackervilleOKLove,33.7934373,-97.1430681
AubreyTXDenton,33.31420850000001,-96.97563229497024
Grosse TeteLAIberville,30.4110276,-91.4337211
PlantersvilleALChilton,33.3698324,-86.2358082
AdamsTNMontgomery,36.5823718,-87.0655751
FalknerMSTippah,34.8420376,-88.934228
HikoNVLincoln,37.5960639,-115.2242392
AuroraCODenver,39.729432,-104.8319196
VailCOEagle,39.6440207,-106.3801669
LouisvilleCOBroomfield,39.977763,-105.1319296
SiletzORLincoln,44.721784,-123.920113
BrightwoodORClackamas,45.3777525,-122.0139533
GirardPAErie,42.0003907,-80.3187645
AvaNYOneida,43.419014,-75.479507
WhitesboroNYOneida,43.122036,-75.29171
ThompsonvilleMIManistee,44.520279,-85.943972
UniontownOHSummit,40.9758992,-81.4072768
Newton FallsOHTrumbull,41.18839,-80.978147
Beach CityOHStark,40.6531159,-81.5809564
MillerstownPAPerry,40.5495484,-77.1548695
MillingtonMDKent,39.258166,-75.8371586
SaxtonPAHuntingdon,40.2153571,-78.244467
ElberfeldINGibson,38.1597668,-87.4483482
EnglishINPerry,38.3345045,-86.4641498
LovelandOHHamilton,39.2689562,-84.2638406
WilliamsburgKYWhitley,36.7434169,-84.1596561
AlcoaTNBlount,35.7895271,-83.9737935
MadisonNCRockingham,35.8482034,-82.6931063
OnleyVAAccomack,37.6908513,-75.7161703
RockvilleVAGoochland,37.7259779,-77.6783239
Mc ConnellsSCYork,34.8687483,-81.2275817
MayesvilleSCLee,33.9876575,-80.2081319
StarkeFLClay,29.9443488,-82.1101137
BranfordFLGilchrist,29.9591183,-82.9281833
KeokukIALee,41.3154792,-92.1867128
CadetMOWashington,37.9875505,-90.6884628
Saint PaulMNHennepin,44.9504037,-93.1015026
AmboyILLee,41.7141997,-89.3287061
EdinburgTXHidalgo,26.3013982,-98.1624501
PurcellOKMcClain,35.0136831,-97.3611395
CenturyFLEscambia,30.9732384,-87.2638628
HohenwaldTNLewis,35.5478514,-87.5519629
ArdmoreTNLincoln,34.9920293,-86.8469471
GurleyALMadison,34.7017558,-86.3758201
RamerALMontgomery,32.0500362,-86.2199457
EadsTNShelby,35.2045325,-89.6492471
GrovetonTXTrinity,31.0549071,-95.1257691
SevierUTSevier,38.7312956,-111.7866483
StocktonUTTooele,40.4531829,-112.3610404
HooperUTWeber,41.1643301,-112.1234484
BernalilloNMSandoval,35.0349239,-106.6870693
EdgewoodNMSanta Fe,35.0614358,-106.1914141
Forest GroveORWashington,45.5197452,-123.1114405
NewburyNHMerrimack,43.321681,-72.03598
TwinsburgOHSummit,41.3125552,-81.4401129
WatervillePALycoming,41.3085062,-77.3620113
LouisaVAGoochland,38.0250438,-78.0035745
CulpeperVAOrange,38.4912207,-77.9618216
MarionOHMarion,40.5885271,-83.1895249
Kings MountainNCGaston,35.2450607,-81.3410516
CassodayKSButler,38.0392911,-96.6387515
EdgertonWIRock,42.8334738,-89.06949
FyffeALDeKalb,34.4470207,-85.9039621
EriePAErie,42.1294712,-80.0852695
Port AlleganyPAMcKean,41.810898,-78.2797352
RustburgVACampbell,37.2768113,-79.1008543
StuartVAPatrick,36.6409753,-80.2656169
OakboroNCStanly,35.2257007,-80.3289521
BellevilleILSt. Clair,38.5200504,-89.9839935
MayerMNCarver,44.8849625,-93.8877453
CanyonTXRandall,34.9798392,-101.9193395
SimmsTXBowie,33.3503982,-94.5074242
Jersey VillageTXHarris,29.888578,-95.5699185
BennettCOAdams,40.6437133,-105.5630369
ProvoUTWasatch,40.2338438,-111.6585337
Los AlamosCASanta Barbara,34.7379311,-120.26591046240952
SpoffordNHCheshire,42.9070258,-72.419532
Tinton FallsNJMonmouth,40.2890734,-74.0927967
Morning ViewKYKenton,38.8320105,-84.4563282
Fort ThomasKYCampbell,39.0786242,-84.4483432
LewisvilleNCForsyth,36.0970819,-80.4192216
SaludaVAGloucester,37.6061278,-76.5950652
Scotland NeckNCHalifax,36.1296002,-77.4202475
Lake ParkFLPalm Beach,26.8002153,-80.0661631
WinnsboroSCRichland,34.3807012,-81.0864776
TrentonGADade,34.8720222,-85.50913
LeasburgMOCrawford,38.0919905,-91.2965342
GaylordMNSibley,44.5530201,-94.220531
Twin LakesMNFreeborn,43.5596779,-93.4229885
Le RoyMNFillmore,43.5096626,-92.5032843
WatkinsMNMeeker,45.3152415,-94.4086029
StilwellKSJohnson,38.7691755,-94.6563454
JenningsLAJefferson Davis,38.9957749,-85.6359201
MadisonMSMadison,32.4618086,-90.1153638
MarionALPerry,34.1128132,-87.8544031
RockfordALCoosa,32.8895681,-86.2196936
AutaugavilleALAutauga,32.4340249,-86.6547019
EscalanteUTGarfield,37.7703057,-111.6021666
LaporteCOLarimer,40.627031,-105.1377516
BroomfieldCOJefferson,39.9203827,-105.0691464
Mountain HomeUTDuchesne,40.9430151,-109.1965169
GreeleyCOWeld,40.4233142,-104.7091322
HuntsvilleUTWeber,41.2607887,-111.7701709
TacnaAZYuma,32.700148999999996,-113.96187400635291
HobbsNMLea,32.707667,-103.1311314
Truth or ConsequencesNMSierra,33.1283485,-107.2529059
NewtonMASuffolk,42.3370414,-71.2092214
TimbervilleVARockingham,38.6390069,-78.7739112
CarmichaelsPAGreene,39.8967425,-79.9744992
Port RoyalVACaroline,38.1717974,-77.1910885
ChillicotheOHJackson,39.3331197,-82.9824019
CharlotteNCCabarrus,35.2272,-80.843083
Newton GroveNCSampson,35.2454313,-78.3543933
RaefordNCHoke,34.9809996,-79.2241998
ComerGAOglethorpe,34.0637227,-83.1254261
High SpringsFLGilchrist,29.8268319,-82.5968583
SalemALLee,32.5968028,-85.2385527
Eagle LakeMNBlue Earth,44.1649669,-93.8813419
MilacaMNMille Lacs,45.755799,-93.6544079
HillsdaleILRock Island,41.8779105,-84.5984396
WeslacoTXHidalgo,26.1595156,-97.9908429
Breaux BridgeLALafayette,30.2735323,-91.8992837
BentonARSaline,36.3456186,-94.2670404
La FeriaTXCameron,26.1588627,-97.8238428
HamiltonALMarion,34.1423235,-87.9886438
LedbetterTXFayette,32.6833621,-96.78891235078463
McCombMSPike,31.2437872,-90.4531536
SummitMSPike,31.2837867,-90.4684315
SylacaugaALTalladega,33.1731716,-86.2516406
LouisvilleCOBoulder,39.977763,-105.1319296
HudsonCOWeld,40.0734432,-104.6429864
BushnellNEKimball,41.232203,-103.891891
WelltonAZYuma,32.6728314,-114.1468894
BandonORCoos,43.1188464,-124.4080001
SelmaORJosephine,42.2790023,-123.615901
DaytonORYamhill,45.2206945,-123.0761419
ScappooseORColumbia,45.7572997,-122.8743589
Oceanside-EscondidoCASan Diego,33.1925754,-117.3798876
DurhamvilleNYOneida,43.1206241,-75.6710161
GreenvilleNYAlbany,41.0002965,-73.81725601978849
New BuffaloMIBerrien,41.7952562,-86.7444526
Old GreenwichCTFairfield,41.022875,-73.564846
QuecreekPASomerset,40.0897987,-79.0791946
PerryopolisPAFayette,40.0871147,-79.7507138
RidgwayPAElk,41.4203391,-78.7286388
EnglishINCrawford,38.3345045,-86.4641498
ElsmereKYKenton,39.0125608,-84.6046663
NorthwoodOHWood,41.607272,-83.4688204
CenterburgOHLicking,40.3045067,-82.6962829
TaylorsvilleNCAlexander,35.9219402,-81.1763421
HertfordNCPerquimans,36.3560545,-77.0115135
Church RoadVADinwiddie,37.6329076,-77.6135409
WilliamsburgVAWilliamsburg,37.27892105,-76.69448606443117
WewahitchkaFLCalhoun,30.1127004,-85.2004716
CarrabelleFLFranklin,29.8532645,-84.664348
ArlingtonMNSibley,44.6082967,-94.0805278
JanesvilleMNWaseca,44.116078,-93.7080044
Montgomery CityMOCallaway,38.9775406,-91.5048844
McAllenTXHidalgo,26.2043691,-98.230082
ThibodauxLALafourche,29.7957633,-90.822871
MoultonALLawrence,34.4817816,-87.2919449
SaguacheCOSaguache,38.0945348,-106.3563372
ThorntonCOAdams,39.8695516,-104.985181
Litchfield ParkAZMaricopa,33.4933796,-112.3581244
WillaminaORPolk,45.077844999999996,-123.48493041759465
AuroraORMarion,45.2310497,-122.7550359
EchoORUmatilla,45.7419049,-119.1948348
ScituateMAPlymouth,42.1939754,-70.7697128
South BostonMASuffolk,42.3334312,-71.0494949
DeansboroNYOneida,42.9950695,-75.4285054
KinnelonNJMorris,41.0017644,-74.367096
BroadwayVARockingham,38.6133035,-78.7993257
Buffalo MillsPABedford,39.9334156,-78.6458521
Hawk RunPAClearfield,40.9239463,-78.2061239
CulpeperVACulpeper,38.4912207,-77.9618216
Saint PaulINDecatur,39.4279074,-85.6280248
MurphyNCCherokee,35.0875836,-84.0346315
Society HillSCDarlington,34.5126567,-79.8508976
GreshamSCMarion,33.9301641,-79.4111646
BlackstockSCChester,34.5584751,-81.1523111
Elk MoundWIDunn,44.8730167,-91.6910015
