,0,1
MasontownPAFayette,39.8467433,-79.8997755
SomersetPAWestmoreland,40.008411,-79.0780831
BrownsvillePAWashington,40.0236854,-79.8839357
HolmesPADelaware,39.9042791,-75.3085204
ReedsvillePAMifflin,40.6639587,-77.595828
Sharon HillPADelaware,39.9063027,-75.2721402
Willow HillPAFranklin,40.1081421,-77.7883271
White HallMDHarford,38.6862275,-76.9888636
BakerstownPAAllegheny,40.6509,-79.9364443
DuncannonPAPerry,40.3931433,-77.0325751
WoodstownNJSalem,39.6515027,-75.3282454
ManassasVAManassas,38.744947,-77.48244422524272
DanvillePAMontour,40.9664806,-76.6131474
Cape MayNJCape May,38.9351126,-74.9060053
AvalonPAAllegheny,40.5009019,-80.0675554
CurwensvillePAClearfield,40.9756137,-78.5250243
MonktonMDBaltimore County,39.5787164,-76.6155252
GibbsboroNJCamden,39.8381698,-74.9648887
Falls ChurchVAFalls Church City,38.882334,-77.1710914
AvonmorePAWestmoreland,40.5289548,-79.4614306
Chevy ChaseDCMontgomery,38.9822473,-77.0881873
AsburyNJWarren,40.6959334,-75.0101715
OxfordMDTalbot,38.6865072,-76.1716108
SwantonMDGarrett,39.4589834,-79.2308703
WhitneyTXHill,31.951823,-97.3214012
LoveladyTXHouston,31.1268496,-95.4454992
MexiaTXLimestone,31.307819000000002,-96.62978728122914
Mineral WellsTXPalo Pinto,32.8084605,-98.1128223
Del ValleTXBastrop,34.4194407,-118.656478
AdkinsTXBexar,29.3930129,-98.2372329
GiddingsTXLee,30.1830498,-96.9366112
WestTXMclennan,31.8034812,-97.0933471
BuckholtsTXMilam,30.8729661,-97.1249919
PurdonTXNavarro,31.9487185,-96.6163112
BlufftonTXLlano,30.8207338,-98.4914217
FranklinTXRobertson,33.155212,-95.2255189
Horseshoe BayTXLlano,30.5442091,-98.3669797
JacksonvilleTXCherokee,31.963778,-95.2705042
RockdaleTXMilam,30.6549433,-97.0058245
FordWAStevens,47.9082218,-117.8057921
ReardanWALincoln,47.6696056,-117.8777336
GlenomaWALewis,46.5145545,-122.1600994
KenmoreWAKing,47.7573202,-122.2440148
HoodsportWAMason,47.4059656,-123.1412411
LagunitasCAMarin,38.011312,-122.7022085
Forest KnollsCAMarin,39.2382274,-121.0052251
MeridianCAColusa,35.1074655,-118.9142669
Loma MarCASan Mateo,37.2710544,-122.3085815
RiverbankCAStanislaus,37.7360396,-120.9354895
RiversideCASan Bernardino,33.9533546,-117.3961623
SanibelFLLee,26.4489695,-82.0223137
North Bay VillageFLMiami-Dade,25.8462075,-80.1539351
South DaytonaFLVolusia,29.1658158,-81.0044995
OcklawahaFLMarion,29.0427592,-81.9292505
West ParkFLBroward,25.979051,-80.18285910604826
ArcherFLAlachua,29.5299677,-82.5189969
PlacidaFLCharlotte,26.8322884,-82.2648163
DundeeFLPolk,28.0225206,-81.6192432
Citrus SpringsFLCitrus,29.0004425,-82.4559972538444
Redington ShoresFLPinellas,27.8261357,-82.8289923
South BayFLPalm Beach,26.6639559,-80.7161701
Ridge SpringSCAiken,33.8454176,-81.6617723
AshburnGAWorth,31.7059751,-83.6535591
PlainsGASumter,32.0340872,-84.3926633
MidwayGALiberty,31.805769,-81.4306642
DanvilleGATwiggs,32.6057103,-83.2454361
LincolntonGALincoln,33.7923477,-82.479018
LockridgeIAJefferson,40.9947461,-91.7482227
EddyvilleIAMahaska,41.1572482,-92.6343717
AltonIASioux,42.9874869,-96.0105735
AtlanticIACass,41.4036007,-95.0138776
SearsboroIAPoweshiek,41.5805534,-92.7035243
MauriceIASioux,42.9663803,-96.180583
AshlandNESaunders,41.0391711,-96.3683917
KennardNEWashington,41.4730512,-96.2033513
BoydenIASioux,43.190935,-96.005804
Charles CityIAFloyd,43.0663613,-92.6724112
OtleyIAMarion,41.4647917,-93.034328
MaltaILDekalb,41.9292207,-88.8623138
AlbersILClinton,38.5433823,-89.6123129
Franklin GroveILLee,41.8416982,-89.3003765
MolineILRock Island,41.5067003,-90.5151342
GalenaILJo Daviess,42.4157304,-90.4294726
BrimfieldILPeoria,40.838926,-89.8864976
FarmersvilleILMontgomery,33.1632162,-96.3603548
LitchfieldILMontgomery,42.8442536,-71.4797889
GlencoeMOSt. Louis County,33.4092517,-105.4488713
ChenoaILMclean,40.7417014,-88.7197856
VincennesINKnox,38.6772691,-87.5286325
Monroe CenterILOgle,42.0983583,-89.000655
GoodfieldILWoodford,40.6297593,-89.2748084
Fox River GroveILMchenry,42.2008575,-88.2145259
MaybeeMIMonroe,42.0043674,-83.5156525
LeslieMIIngham,42.4514253,-84.4324695
PerrintonMIGratiot,43.182839,-84.678856
Au GresMIArenac,44.04863,-83.695816
LaingsburgMIShiawassee,42.8915618,-84.3496697
ThompsonCTWindham,41.9587089,-71.8625715
WarrenRIBristol,41.7303794,-71.2825494
HollandMAHampden,42.0601528,-72.1675536
OakdaleCTNew London,41.4662093,-72.1573008
KeyportNJMonmouth,40.4331631,-74.1995883
Franklin ParkNJSomerset,40.0251117,-74.9079445
Locust ValleyNYNassau,40.8791587,-73.59404852326708
Sharon SpringsNYSchoharie,42.7959074,-74.617086
PetersburgNYRensselaer,42.7495232,-73.3401106
BrightwatersNYSuffolk,40.7209321,-73.2673399
CollinsvilleCTHartford,41.819925999999995,-72.91689474416097
EastchesterNYWestchester,40.9610563,-73.8064739
Mine HillNJMorris,40.8778769,-74.5937701
MiddlefieldCTMiddlesex,41.5165161,-72.7120793
Oak RidgeNJPassaic,41.0462085,-74.4859898
HarrisonNYWestchester,40.9689871,-73.71263
West HaverstrawNYRockland,41.2095941,-73.9852994
Brooklyn HeightsOHCuyahoga,41.4213632,-81.6774726
CharlestonWVKanawha,38.3505995,-81.6332812
LitchfieldOHMedina,41.1678322,-82.0229219
SterlingOHWayne,40.9675552,-81.8484705
JeffersonvilleOHFayette,39.6536719,-83.5638094
SabinaOHGreene,39.4886732,-83.6368659
WilkesvilleOHVinton,39.0745195,-82.3259856
NokesvilleVAPrince William,38.6984987,-77.5800445
Belmont HillsPAMontgomery,40.0267788,-75.2385138
PoolesvilleMDMontgomery,39.1459392,-77.4169311
MonktonMDBaltimore,39.5787164,-76.6155252
DelmontNJCumberland,39.2142809,-74.9498957
New CarrolltonMDPrince Georges,38.9698329,-76.8799727
FairmontWVMonongalia,39.4850848,-80.1425781
NewfieldNJCumberland,39.5465044,-75.0248964
TrentonNJBurlington,40.2170575,-74.7429463
RameyPAClearfield,40.7981154,-78.3972413
West GrovePAChester,39.82055685,-75.82832725481009
PunxsutawneyPAJefferson,40.9436303,-78.971078
Fort MyerVAArlington,38.877461,-77.08082799848256
LandisvilleNJAtlantic,39.5248381,-74.9382264
KennedyvilleMDKent,39.3053888,-75.994944
Mount RoyalNJGloucester,39.8101134,-75.2112925
Mc ConnellsburgPAFulton,39.932589,-77.9988906
TarrsPAWestmoreland,40.1700716,-79.5980953
FieldsboroNJBurlington,40.1364991,-74.7287714
ThorndalePAChester,39.997333,-75.7502087
CatlettVAFauquier,38.6537308,-77.6405458
Laurel SpringsNJCamden,39.8201141,-75.0062788
ChesterfieldNJBurlington,40.1153966,-74.6412727
The HillsTXTravis,30.3479095,-97.98632217212223
CarmineTXFayette,30.1493838,-96.6860862
BertramTXBurnet,30.7438198,-98.055679
DawsonTXNavarro,32.7410762,-101.9576048
BeverlyWAGrant,46.8358324,-119.9321412
ElkCAMendocino,39.1295408,-123.7158889
El PortalFLMiami-Dade,25.8553739,-80.193103
Florida CityFLMiami-Dade,25.4480101,-80.479102
BridgeboroGADougherty,31.3965485,-83.97354442654202
MontroseGALaurens,32.5607842,-83.1539734
EufaulaALBarbour,31.905459999999998,-85.15893958513422
Ninety SixSCSaluda,34.1751267,-82.024007
AltoGAHall,34.4673222,-83.5737843
Albert CityIABuena Vista,42.7819199,-94.9485993
HastingsIAMills,41.0227715,-95.4989962
AlgonaIAKossuth,43.0699663,-94.233019
SherrardILMercer,41.318924,-90.505966
OreanaILMacon,39.9386476,-88.8656324
ArmingtonILTazewell,40.3389352,-89.3123278
HazelwoodMOSaint Louis,38.7861633,-90.3540562
SanfordMIMidland,43.672805,-84.380554
HollyMIGenesee,42.7919727,-83.6277255
HollistonMAMiddlesex,42.2000966,-71.4245049
WeatogueCTHartford,41.8437093,-72.8284317
WoodburyCTLitchfield,41.5445404,-73.2090025
RoxburyNYDelaware,42.2839739,-74.5648747
MiddlesexNJMiddlesex,40.5734911,-74.494037
East WillistonNYNassau,40.7584343,-73.6348509
HansonMAPlymouth,42.0751013,-70.8800423
Glen WildNYSullivan,41.6539812,-74.5868267
HullMAPlymouth,42.3020436,-70.9078243
PrincetonNJSomerset,40.3492744,-74.6592958
FairbornOHClark,39.8208998,-84.0193858
OstranderOHDelaware,40.266172,-83.2126932
RipleyWVJackson,38.8188287,-81.7105572
RockportWVWood,39.0742457,-81.5531796
MeyersdalePASomerset,39.8136931,-79.024748
DunbarPAFayette,39.9778528,-79.6144835
West RiverMDAnne Arundel,38.8503923,-76.5960728
MillersburgPADauphin,40.5417153,-76.9614003
CatawissaPAColumbia,40.9548267,-76.4609868
OrrtannaPAAdams,39.8462765,-77.35778471439275
BradfordwoodsPAAllegheny,40.4416941,-79.9900861
BerlinPASomerset,39.9206363,-78.9578022
DaleTXCaldwell,29.9274436,-97.5644418
SpicewoodTXBurnet,30.4759222,-98.1566355
Lake WorthTXTarrant,32.8048507,-97.44502
HallettsvilleTXLavaca,29.4438528,-96.9410929
VaderWALewis,46.4014233,-122.9580934
Loon LakeWAStevens,48.0615604,-117.6327332
BerkeleyCAContra Costa,37.8708393,-122.2728639
Los Altos HillsCASanta Clara,37.3796627,-122.1374637
Canoga ParkCAVentura,34.2010541,-118.5977282
AventuraFLMiami-Dade,25.953257,-80.1366459706593
Virginia GardensFLMiami-Dade,25.8103758,-80.3022732
TempleGAHaralson,33.733194499999996,-85.03112422515679
Buena VistaGAMarion,32.3190398,-84.5171411
ValleyALChambers,32.8187406,-85.1793852
BishopGAOconee,33.8192864,-83.4387722
ArabiGACrisp,31.8315661,-83.7379487
MartinGAFranklin,34.4870458,-83.1848781
LouisvilleGAJefferson,33.0015407,-82.4112377
ArmucheeGAFloyd,34.3123141,-85.1721729
Phenix CityALRussell,32.4709761,-85.0007653
DanvilleGABleckley,32.6057103,-83.2454361
SandersvilleGAWashington,32.9832812,-82.8116031
GrovetownGARichmond,33.4504157,-82.1981764
OmahaNEWashington,41.2587459,-95.9383758
ColoIAStory,42.0177653,-93.3152072
RhodesIAMarshall,41.927344,-93.1843146
TiffinIAJohnson,41.7058469,-91.6629498
HarlanIAShelby,41.6532994,-95.3250603
LawtonIAWoodbury,42.4786037,-96.1839121
KeystoneIABenton,42.0008582,-92.1985206
FertileIAWorth,43.2644001,-93.418263
HospersIASioux,43.071927,-95.904461
DelavanILTazewell,43.7677968,-94.0196815
Green ValleyILTazewell,40.4074718,-89.6429794
MontgomeryILKane,32.3669656,-86.3006485
RidottILStephenson,42.2964089,-89.4753917
Olympia FieldsILCook,41.5164045,-87.70289568910842
Saint JosephILChampaign,41.9031963,-85.5356726
GrovelandILTazewell,28.5580546,-81.8511889
MascoutahILSaint Clair,38.490327,-89.793154
LenaILStephenson,42.3804975,-89.8220784
RaymondILMontgomery,42.4688769,-92.2196264
StewardILLee,41.8478069,-89.0200933
Indian CreekILLake,42.2269684,-87.9797968
SenecaILLa Salle,41.1343702,-83.1194199
MontroseILEffingham,38.4375391,-108.2403855
MontroseILCumberland,38.4375391,-108.2403855
Genoa CityWIWalworth,42.4983517,-88.3281487
MilanILRock Island,41.453089,-90.5720803
JohnsburgILMchenry,42.3800209,-88.2420315
BaileyvilleILOgle,40.7081186,-77.9852817
OwossoMIShiawassee,42.9975968,-84.1720541
AlgerMIOgemaw,46.4047895,-86.5280993
Grand LedgeMIClinton,42.7533685,-84.7463757
NilesMIBerrien,41.8297694,-86.2541768
FremontINSteuben,41.7308834,-84.9327395
MishawakaINSt. Joseph,41.6611642,-86.1807031
Marine CityMISaint Clair,42.719777,-82.492218
FranklinMIOakland,42.5222567,-83.3060432
Saint JohnsMIClinton,43.000928,-84.5585098
SouthwickMAHampden,42.061954,-72.7762303
Union BeachNJMonmouth,40.4464962,-74.1781988
BogotaNJBergen,40.8762106,-74.0298621
PequannockNJMorris,40.9600102,-74.2974765
Mountain LakesNJMorris,40.8948212,-74.4329314
Lake KatrineNYUlster,41.988841,-73.99046231543329
Loch SheldrakeNYSullivan,41.7700906,-74.6571048
Glen CoveNYNassau,40.862755,-73.6336094
ColrainMAFranklin,42.6853189,-72.7200323
North AdamsMABerkshire,42.6990321,-73.1118964
ThornwoodNYWestchester,41.119195,-73.77679743093893
SpencerMAWorcester,42.2482063,-71.9938312
FosterRIProvidence,41.8537098,-71.7581249
West New YorkNJHudson,40.7856117,-74.0093129
GilbertvilleMAWorcester,42.3118934,-72.2074875
CutlerOHWashington,39.354241,-81.790134
MassillonOHStark,40.7965119,-81.5231597
Port WashingtonOHTuscarawas,40.328124,-81.5206731
Mc ClureOHHenry,41.141537,-80.569022
LynchburgOHHighland,39.241729,-83.7913143
FultonOHMorrow,41.6045817,-84.1141048
MarengoOHDelaware,40.4008945,-82.8107329
RavenswoodWVJackson,38.9483268,-81.7609912
AshleyOHDelaware,40.4089499,-82.955461
West UnionOHAdams,38.7945166,-83.5451934
MilroyPAMifflin,40.7140863,-77.5896576
Bunker HillWVBerkeley,37.5195654,-80.8195248
Broad RunVAPrince William,38.9914929,-77.4779226
GeorgetownDESussex,38.6900507,-75.3858753
SeafordDESussex,38.6413452,-75.6114584
Mount ClareWVHarrison,39.2864787,-80.2561981
Huntingdon ValleyPABucks,40.1226101,-75.0635049
SmockPAFayette,39.9981312,-79.7830975
CoplayPALehigh,40.6700965,-75.4954612
WashingtonMDDistrict Of Columbia,34.791269,-82.282715
SunderlandMDCalvert,38.6712298,-76.5980147
New FreeportPAGreene,39.7592737,-80.4258117
CrescentPAAllegheny,41.775376,-79.469237
LewesDESussex,38.7745565,-75.1393498
GalenaMDKent,39.3407436,-75.8786165
MorrisdalePAClearfield,40.948946,-78.2252911
AdamstownMDFrederick,39.3109134,-77.4752325
Charles TownWVJefferson,39.2891836,-77.859581
VincentownNJBurlington,39.9340023,-74.7484938
HendersonMDQueen Anne's,39.0747335,-75.7662204
GrampianPAClearfield,40.9658932,-78.6130822
WillisTXWalker,30.4241219,-95.4796587
LlanoTXLlano,30.6663312,-98.6970374
WoodwayTXMclennan,31.5059998,-97.2050055
WallisTXFort Bend,29.6313486,-96.0652362
Glen RoseTXSomervell,32.2345872,-97.7553061
MartTXMclennan,31.5423911,-96.8336015
MoodyTXMclennan,31.3082273,-97.3613977
MoodyTXBell,31.3082273,-97.3613977
SteilacoomWAPierce,47.1703692,-122.5962874
Clyde HillWAKing,47.631569,-122.2181054
ElkWASpokane,41.437362,-78.626009
ConnellWAFranklin,46.6603954,-118.8611976
MansonWAChelan,42.5291439,-94.5341421
SunnysideWAYakima,46.3246419,-120.0081898
Granite FallsWASnohomish,48.0817561,-121.96947
ArielWACowlitz,45.9567789,-122.5709345
FreelandWAIsland,41.0167508,-75.8971431
PaterosWAOkanogan,48.0509756,-119.9034007
Rio OsoCASutter,38.9610064,-121.544405
CourtlandCAYolo,38.3310231,-121.568566
Strawberry ValleyCAYuba,39.564057,-121.1069018
Wilton ManorsFLBroward,26.1603626,-80.138934
PittsviewALRussell,32.188207,-85.1632685
MansfieldGANewton,33.5182677,-83.7353456
ClermontGAHall,34.4778752,-83.7735148
De SotoGASumter,31.95478,-84.0638085448505
BraseltonGABarrow,34.1092735,-83.7626729
Union PointGAGreene,33.6156831,-83.0745969
Rocky FordGAScreven,32.6635006,-81.8295571
CussetaGAChattahoochee,32.3054268,-84.7727027
MonticelloGAJasper,33.3044654,-83.684096
TallapoosaGAHaralson,33.7442912,-85.2879889
BraytonIAAudubon,41.5444325,-94.9241522
EllsworthIAHamilton,42.3128856,-93.5786086
MiltonIAVan Buren,40.6744694,-92.161213
IndependenceIABuchanan,42.4685978,-91.8893386
East Hazel CrestILCook,41.5736457,-87.6464346
GilbertsILKane,42.1034365,-88.3745145
PocahontasILBond,42.7262681,-94.6477383
PocahontasILMadison,42.7262681,-94.6477383
AshtonILLee,41.8661417,-89.2212088
RichmondILMcHenry,37.5385087,-77.43428
StreatorILLa Salle,41.1210446,-88.835256
LudingtonMIMason,43.9555406,-86.4477416
Saint JohnsMIGratiot,43.000928,-84.5585098
GaylordMIOtsego,45.027513,-84.674752
Eaton RapidsMIEaton,42.5092039,-84.655814
Orchard LakeMIOakland,42.5869558,-83.36895696372882
SandystonNJSussex,40.735657,-74.1723667
New SalemMAFranklin,42.5035591,-72.3324849
RichmondNHCheshire,42.7548059,-72.2717512
HopeRIProvidence,41.7334334,-71.5625625
RosendaleNYUlster,41.8439818,-74.0820865
EsperanceNYMontgomery,42.761186,-74.2565176
New ViennaOHHighland,39.3236736,-83.6910336
MinersvillePASchuylkill,40.6906451,-76.2621697
GreensboroMDCaroline,38.9737971,-75.8052961
Point Of RocksMDFrederick,39.2745318,-77.5358394
MarriottsvilleMDBaltimore County,39.3501959,-76.8993808
WinfieldPAUnion,33.928993,-87.8172457
PhoenixMDBaltimore,39.5163872,-76.6177815
Blue Ridge SummitPAFranklin,39.7242616,-77.4713782
SavageMDHoward,39.1370984,-76.8249361
NemoTXSomervell,32.259866,-97.6519696
MartindaleTXCaldwell,29.8415233,-97.842618
BrucevilleTXMclennan,31.3219212,-97.2390509
Hanford SiteWABenton,46.2087066,-119.1199192
MicaWASpokane,47.556115,-117.2110568
PackwoodWALewis,41.1328058,-92.0827361
SkamokawaWAWahkiakum,46.2703872,-123.4570773
BuffaloNYErie,42.8867166,-78.8783922
Grand IslandNYErie,43.012397449999995,-78.96981509103574
HamburgNYErie,42.716293,-78.828717
DoverNHStrafford,43.198057,-70.8739158
Ballston SpaNYSaratoga,43.0009087,-73.8490111
Lake GeorgeNYWarren,43.6276486,-73.54977358231127
HerkimerNYHerkimer,43.4911326,-74.9481252
Little FallsNYHerkimer,43.0434039,-74.8595958
ShortsvilleNYOntario,42.9559145,-77.2206913
MadisonburgPACentre,40.9261773,-77.5172157
Mount UnionPAMifflin,40.3845217,-77.8822199
LouisvilleKYJefferson,38.2542376,-85.759407
Gas CityINGrant,40.4872625,-85.6130311
CrothersvilleINJackson,38.8006115,-85.8416384
BrazilINClay,39.523652,-87.1250154
SellersburgINClark,38.3979718,-85.7550735
SeviervilleTNSevier,35.8681455,-83.561835
SwannanoaNCBuncombe,35.600579499999995,-82.38770150253882
CharlotteNCMecklenburg,35.2272,-80.843083
LambsburgVACarroll,36.5854078,-80.7611817
GaffneySCCherokee,35.0717945,-81.6498195
ApexNCWake,35.7325352,-78.8505516
BlandVABland,37.1312101,-81.1154109
BuchananVABotetourt,37.2600448,-82.0320334
BensonNCJohnston,35.3814368,-78.5480563
NorfolkVANorfolk,36.8462923,-76.2929252
RichmondVAHenrico,37.5385087,-77.43428
Prince GeorgeVAPrince George,37.1815024,-77.2153144
IvaSCAbbeville,34.3064967,-82.663743
GreerSCSpartanburg,34.9381361,-82.2272119
DuncanSCSpartanburg,34.9378962,-82.1451096
GreenvilleSCGreenville,34.851354,-82.3984882
ChesterSCChester,34.7048613,-81.2142561
SpartanburgSCSpartanburg,34.9498007,-81.9320157
AlcoluSCClarendon,33.7511805,-80.2127365
FlorenceSCFlorence,34.1984435,-79.7671658
SimpsonvilleSCGreenville,34.7370639,-82.2542834
TownvilleSCAnderson,34.5637137,-82.8984775
MauldinSCGreenville,34.77873,-82.310119
LexingtonSCLexington,33.9804494,-81.2374167
JacksonvilleFLDuval,30.3321838,-81.655651
WalterboroSCColleton,32.9021377,-80.6672631
Saint MatthewsSCCalhoun,33.664876,-80.7778681
AppletonWIOutagamie,44.2611337,-88.4067604
RobertsWISt. Croix,44.9838558,-92.5560301
Overland ParkKSJohnson,38.9742502,-94.6851702
Breaux BridgeLASt. Martin,30.2735323,-91.8992837
Oklahoma CityOKCleveland,35.4729886,-97.5170536
Oklahoma CityOKOklahoma,35.4729886,-97.5170536
Baton RougeLAEast Baton Rouge,30.4459596,-91.18738
MemphisTNShelby,35.1490215,-90.0516285
GeorgianaALButler,31.6371028,-86.7419175
HuntsvilleALMadison,34.729847,-86.5859011
NashvilleTNDavidson,36.1622296,-86.7743531
CullmanALCullman,34.1335332,-86.8779268
Pleasant ViewTNRobertson,36.3942164,-87.0366685
TuscaloosaALTuscaloosa,33.2095614,-87.5675258
Pike RoadALMontgomery,32.272931,-86.15018999518217
CecilALMontgomery,32.3026416,-86.0085694
ShorterALMacon,32.3965765,-85.93447905614224
MonteagleTNMarion,35.2294265,-85.8775997469271
AntiochTNDavidson,36.0600602,-86.6722192
League CityTXGalveston,29.5074538,-95.0949303
TulsaOKTulsa,36.1556805,-95.9929113
FairplayCOPark,39.2251888,-106.0019519
Colorado SpringsCOEl Paso,38.8339578,-104.8253485
ArvadaCOJefferson,39.8211225,-105.22074299044587
LakewoodCOJefferson,39.7085736,-105.0846694
LittletonCOJefferson,39.613321,-105.0166498
Castle RockCODouglas,39.3723341,-104.8586643
DenverCODenver,39.7392364,-104.9848623
PuebloCOPueblo,38.2544472,-104.609141
PenroseCOFremont,38.4116595,-105.0032347655312
ErieCOBroomfield,40.0146297,-105.10395109684542
DenverCOAdams,39.7392364,-104.9848623
BrightonCOAdams,39.90699075,-104.83740644981583
HendersonCOAdams,39.9205405,-104.8658084
ProvoUTUtah,40.2338438,-111.6585337
KirklandAZYavapai,34.4175251,-112.7121218
Lake Havasu CityAZMohave,34.4838502,-114.3224495
Willow BeachAZMohave,33.7147708,-110.9784501
PhoenixAZMaricopa,33.4484367,-112.0741417
TucsonAZPima,32.2228765,-110.9748477
MesaAZMaricopa,33.4151117,-111.8314773
El PasoTXEl Paso,31.7754152,-106.4646348
JeffersonORMarion,44.7224335,-123.0073897
MadrasORJefferson,44.6334544,-121.1294872
ClackamasORClackamas,45.4103887,-122.5660663
PortlandORMultnomah,45.5202471,-122.6741949
OakhurstCAMadera,37.333178000000004,-119.65724412283629
Somes BarCASiskiyou,41.3762377,-123.4761693
MaderaCAMadera,36.9622745,-120.0594685
LebecCALos Angeles,34.8416435,-118.8648189
LebecCAKern,34.8416435,-118.8648189
IrvingNYChautauqua,42.5675589,-79.1128169
